title,skills_list
2024 Supply Chain Data Analyst Intern - Illinois,"['powerpoint', 'excel', 'sap', 'power_bi', 'sql', 'word', 'qlik']"
Business Intelligence Analyst,"['powerpoint', 'word', 'visio', 'excel', 'tableau', 'spreadsheet', 'python', 'outlook', 'sql']"
Data Analyst,"['excel', 'tableau', 'sql']"
Research Data Analyst II,"['powerpoint', 'excel', 'word']"
Information Governance Analyst,['nuix']
"Real Estate Data Analyst (Land) 
 - Contract to Hire","['power_bi', 'tableau', 'excel', 'spreadsheet']"
Data Analyst,"['excel', 'tableau', 'plotly', 'python', 'sql']"
"Senior Analyst, Data Analytics - Remote","['excel', 'power_bi']"
"Analyst II, Data Analytics","['power_bi', 'tableau', 'looker', 'sap', 'spark', 'sql', 'r', 'python', 'microstrategy', 'scala']"
Data analyst/Data Studio expert to help automate a series of...,['bigquery']
Data Analyst,['r']
"Data Analyst with specialism in Tableau, Python & SQL","['python', 'sql', 'tableau']"
Data Analyst (Adobe Analytics),"['power_bi', 'tableau', 'sql']"
Data Analyst,['c']
Data Analyst Team Lead,"['excel', 'power_bi', 'sql']"
SAP Master Data Analyst,"['excel', 'sap']"
"Sr. Data Analyst, Clinical and Quality Analytics","['tableau', 'c', 'sql', 'r', 'python']"
Data Data analyst/BI expert to help build performance marketing...,"['power_bi', 'looker']"
Data Analyst,"['excel', 'power_bi', 'r', 'python', 'c', 'sql']"
VSP - Data Analyst 4,"['excel', 'r', 'python', 'sql']"
(USA) Senior Data Analyst,"['tableau', 'power_bi', 'power_bi', 'r', 'python', 'scala', 'spark', 'sql']"
Remote Data Analyst Contractor,"['excel', 'sql', 'vba', 'visual_basic']"
Inventory Supervisor and Data Analyst,"['excel', 'outlook', 'sql', 'word', 'r', 'python']"
Quality Measures Data Analyst (Remote),"['tableau', 'r', 'python', 'sql']"
Metadata Analyst,"['powershell', 'c', 'sql', 'azure']"
Operations Data Analyst,"['power_bi', 'tableau', 'excel']"
Senior Data Analyst,"['tableau', 'aws', 'bigquery', 'looker', 'snowflake', 'java', 'c++', 'airflow', 'spark', 'go', 'sql', 'nosql', 'typescript', 'redshift', 'r', 'python', 'postgresql', 'mongodb', 'alteryx']"
Data Analyst Position (Intermediate Level),['excel']
Junior Data Scientist/ML/ AI Programmer/Developer,"['java', 'c++', 'tableau', 'python', 'javascript']"
Senior Data Analyst,"['power_bi', 'tableau', 'excel', 'snowflake', 'go', 'sql', 'qlik', 'vba']"
Data Analyst IV (Healthcare Financial Analytics),"['power_bi', 'python']"
Sr. Data Analyst Data Platform,"['power_bi', 'aws', 'azure', 'sas', 'hadoop', 'gcp', 'spreadsheet', 'spark', 'sql', 'nosql', 'visio', 'r', 'python']"
Hybrid - Business Analyst (SQL/SSRS),"['word', 'power_bi', 'tableau', 'power_bi', 'ssrs', 'sql', 'azure']"
Jr analyst,"['powerpoint', 'excel', 'sql', 'word']"
Data Analyst,"['power_bi', 'excel', 'sql']"
Data Governance Analyst,"['c', 'azure', 'power_bi', 'sql']"
Data Analyst,"['java', 'assembly', 'qlik', 'visio', 'tableau', 'vba', 'sql']"
Senior Data Analyst & Administrator,"['aws', 'sql', 'python']"
Senior Pharmacy Data Analyst,"['t-sql', 'tableau', 'sharepoint', 'powerpoint', 'excel', 'outlook', 'ssrs', 'sql', 'word', 'visio', 'alteryx']"
Microsoft powerBI work,['power_bi']
Remote Data Analyst,['sql']
Business Intelligence Analyst,"['excel', 'power_bi', 'powershell', 'python', 'vba', 'ssrs', 'sql']"
Research/Data Analyst-P20W - Now Hiring,"['tableau', 'sas', 'sql', 'r']"
Senior Data Analyst at Xapo Bank,"['bigquery', 'looker', 'gcp', 'sql', 'python']"
Data Analyst,"['powerpoint', 'jira', 'excel', 'power_bi', 'powershell', 'sql']"
Lead Data Analyst for Digital Strategy,"['pandas', 'git', 'python', 'sql']"
Data Quality Analyst,['powerpoint']
Data Analyst IV,"['excel', 'sql']"
Quantitative Analysts / Data Scientists,"['java', 'c++', 'r', 'python']"
Clinical Data Analyst,"['assembly', 't-sql', 'excel', 'tableau', 'sql']"
Entry Level Data Analyst,"['excel', 'power_bi', 'tableau']"
Data Analyst - Sales Analytics & Business Intelligence,"['tableau', 'power_bi', 'python', 'sql']"
RESEARCH DATA ANALYST II,['excel']
"Sr. Data Analyst, Data Analytics","['excel', 'sap', 'sql']"
Business Analyst-MA,"['powerpoint', 'word', 'jira', 'excel', 'power_bi', 'sql']"
"Data Visualization Analyst (Remote) - San Juan, PR","['power_bi', 'tableau', 'power_bi', 'sql', 'azure']"
Data Analyst III (Healthcare Analytics),"['power_bi', 'python']"
Data Analyst II - Now Hiring,"['excel', 'sql']"
Business Intelligence Analyst,"['power_bi', 'tableau', 'sql', 'r', 'python']"
Data Specialist,"['t-sql', 'sql']"
Virtual Data Analyst / Entry level (Remote),"['tableau', 'power_bi', 'r', 'python', 'sql']"
Call data analyst,"['excel', 'go']"
Power BI,"['redshift', 'power_bi', 'snowflake']"
Configuration Business Analyst,"['excel', 'pl/sql', 'sql', 'word']"
HR Systems Data Analyst - Workday,['excel']
Senior Clinical Data Analyst and Modeler - Life Sciences Sector ...,"['power_bi', 'tableau', 'sql']"
Data Analyst (SQL and Looker Studio proficiency) - Contract to Hire,"['looker', 'sql']"
Senior Financial Data Analyst,"['powerpoint', 'excel', 'dax', 'power_bi', 'sql']"
"Fraud Data Analyst. (REMOTE). @ Columbus, OH.","['powerpoint', 'excel', 'tableau', 'sas', 'sql']"
urgent need Data Scientist_100% Remote No H1B,"['matlab', 'r', 'python']"
Google Looker Expert  - Contract to Hire,['looker']
Market Analyst,"['powerpoint', 'excel']"
Data Analyst,"['excel', 'sql']"
Sr. IT Business Analyst,"['power_bi', 'sharepoint', 'azure', 'excel', 'ssrs', 'sql']"
"Director, HR Reporting & Data Analytics","['power_bi', 'tableau', 'excel', 'sas', 'mysql', 'qlik', 'r', 'python']"
Senior Business Data Analyst,"['power_bi', 'sql', 'r', 'python']"
Pipeline-Accounting Lead Analyst,"['excel', 'alteryx']"
Water Conservation Data Analyst,"['pandas', 'power_bi', 'dplyr', 'excel', 'sql', 'docker', 'git', 'r', 'python']"
Data Analyst Needed,"['tableau', 'power_bi', 'r', 'python', 'sql']"
Data Visualization Engineer (Federal AI Dashboards),"['power_bi', 'tableau', 'looker', 'aws', 'sql', 'azure']"
Business Financial Data Analyst,"['excel', 'power_bi', 'tableau', 'go']"
Finance Data Analyst,"['tableau', 'power_bi', 'sap']"
Senior Data Analyst - Cox Business Planning Strategy & Analytics,"['pyspark', 'pandas', 'tableau', 'scikit-learn', 'powerpoint', 'ggplot2', 'hadoop', 'sql', 'r', 'python', 'numpy', 'alteryx']"
Data Analyst,"['powerpoint', 'excel', 'sql', 'word', 'vba']"
Data Analytics Lead Analyst,"['power_bi', 'go', 'sql']"
"Data Analyst, IR - Now Hiring","['power_bi', 'excel', 'cognos', 'sql', 'spss', 'r', 'python']"
*Remote* Clinical Data Analyst,"['power_bi', 'excel', 'sql']"
Data Analyst III (Power BI Reporting) - Remote,"['excel', 'power_bi', 'sql', 'python']"
Consumer Research & Data Analyst - Now Hiring,"['power_bi', 'sql']"
Data Management Data Analyst,"['tableau', 'aws', 'excel', 'airflow', 'spark', 'sql', 'r', 'python', 'scala']"
BI Data Analyst,"['sql', 'r', 'python']"
Associate Data Scientist,"['java', 'hadoop', 'tableau', 'r', 'python', 'spark', 'sql']"
"Senior Manager II, Data Analytics, Financial Services Compliance...","['power_bi', 'tableau', 'scala', 'spark', 'sql', 'r', 'python']"
Business Analyst- Enterprise Data & Research,"['power_bi', 'azure', 'excel', 'outlook', 'ssrs', 'sql', 'word']"
Sr Revenue Cycle Data Modeling Analyst - Remote ($67800.00 ...,"['word', 'excel', 'sql']"
Data Analyst IV,"['tableau', 'sas', 'hadoop', 'sql', 'r', 'python']"
Data Engineer,"['power_bi', 'aws', 'sql', 'azure']"
Business Data Analyst II,"['tableau', 'powerpoint', 'excel', 'word']"
Sr. Data Analyst: Marketing,"['power_bi', 'tableau', 'sharepoint', 'azure', 'powerpoint', 'excel', 'outlook', 'dax', 'sql', 'word', 'visio']"
Data Analyst II,"['tableau', 'aws', 'azure', 'jira', 'sql']"
Data Analyst I,"['mysql', 'power_bi', 'tableau', 'r', 'python', 'sap', 'sql']"
Information Security Advisor - Data Discovery Analyst,"['aws', 'azure', 'gcp']"
"Data Analyst, Capital Markets Solutions","['excel', 'sql', 'r', 'python']"
Zachary Piper Solutions – Data Analyst – Maryland,"['power_bi', 'tableau', 'powerpoint', 'excel', 'power_bi', 'qlik']"
Digital Marketing Data Analyst (Hybrid/Remote),"['powerpoint', 'excel', 'power_bi']"
Research Data Analyst - ESP0093,"['crystal', 'visual_basic', 'python', 'sql']"
Remote Work - Need Data Analyst,['azure']
Senior Data Analyst,"['powerpoint', 'tableau', 'power_bi', 'sql', 'azure']"
Data Analyst Specialist,"['spreadsheet', 'sql', 'swift', 'word']"
"Intelligence Data Analyst, Senior","['powerpoint', 'excel', 'tableau', 'ssrs', 'spss']"
Data Analyst,"['excel', 'power_bi']"
Data Analyst Senior,"['t-sql', 'power_bi', 'tableau', 'sas', 'sql']"
Data Analyst II,"['excel', 'ssis', 'ssrs', 'sql']"
Senior Data Analyst,"['excel', 'tableau']"
REMOTE SQL Data Analyst,"['bigquery', 'python', 'sql']"
Senior Data Analyst - Cox Communities,"['tableau', 'sql', 'alteryx']"
Data Scientist,"['power_bi', 'tableau', 'aws', 'excel', 'hadoop', 'gcp', 'spark', 'r', 'python']"
Expert time series R,['r']
Reinsurance Data Analyst,"['excel', 'tableau', 'power_bi', 'python', 'go', 'sql', 'alteryx']"
"Senior, Data Analyst","['aws', 'sap', 'snowflake', 'hadoop', 'sql']"
Senior Data Analyst,"['java', 'sql', 'git', 'r', 'python']"
Data Management Analyst,['go']
"Senior Manager I, Data Analytics","['power_bi', 'tableau', 'gcp', 'looker', 'r', 'python', 'spark', 'sql', 'scala']"
Data Analyst,"['sql', 'r', 'python']"
Data Analyst,"['azure', 'power_bi', 'sql', 'python']"
AWS Data Engineer. Job in Englewood LilyLifestyle Jobs,"['java', 'aws', 'spark', 'shell', 'sql']"
Sr. Analyst,"['power_bi', 'tableau', 'excel', 'html', 'js', 'go', 'sql', 'python', 'css']"
Analyst,"['powerpoint', 'excel', 'python', 'sas', 'sql']"
"Business Intelligence Analyst (On-Site in Wichita, KS; Accepting Local Applicants Only)","['power_bi', 'tableau', 'excel', 'looker', 'sql', 'r', 'python']"
Data Scientist - Succession Planning Project - Temp,"['aws', 'azure', 'spark', 'python']"
Senior Analytics Engineer,"['go', 'sql', 'python']"
Data Programmer/Data Analyst,"['r', 'sql']"
Sr. Data Analyst,"['excel', 'power_bi']"
Entry-Level Remote Data Analyst Job at Nike,"['excel', 'tableau', 'power_bi', 'python']"
Senior Product Data Analyst,"['looker', 'sql', 'spss', 'r', 'python']"
"Data Analyst-Medicine, Dr. Mylonakis","['excel', 'shell']"
Senior Data Analyst - Telecom,['excel']
Security / Data Analyst,['excel']
"Sr. RCM, Patient Access, Data Analyst - Remote ($67800.00 ...",['sql']
Senior Data Analyst,"['pandas', 'tableau', 'aws', 'azure', 'snowflake', 'gcp', 'airflow', 'sql', 'python', 'numpy']"
Data Analyst,"['power_bi', 'tableau', 'python', 'cognos']"
Data Analyst- Remote,"['excel', 'power_bi', 'sql']"
Healthcare Business Data Analyst/BI (Remote W2 Contract in USA),"['gcp', 'python', 'microstrategy', 'sas', 'sql']"
Clinical Data Analyst (Medical Statistician) - Contract to Hire,['php']
Data Scientist,['c']
"Senior Data Analyst, Product Experience (Remote)","['looker', 'outlook', 'power_bi', 'sql', 'python']"
Data Analyst - Excel / Power BI,"['excel', 'power_bi']"
Supplier Diversity Data Analyst,['qlik']
Senior Data Analyst - Remote UK,"['excel', 'sas', 'sql', 'spss', 'r', 'python']"
Senior Financial Data Analyst/Developer Position,"['excel', 'power_bi']"
Hiring for the Role of  Business Analyst and Data Analyst,"['java', 'python', 'snowflake', 'sql', 'azure']"
Business Analyst R&D (Mid)-Data Science-R&D-PH,"['excel', 'r', 'outlook']"
"Entry Level Data Analyst - Part Time, Remote",['excel']
Data Analyst,['sql']
"Reliability, Maintainability & Availability (RM&A) Data Analyst...","['html', 'c++', 'typescript', 'bash', 'dart', 'git', 'r', 'python', 'css', 'sql']"
Analytics and Attribution Manager,['tableau']
Data Analyst for Financial Systems,"['power_bi', 'ssrs']"
Data Scientist,"['pandas', 'matplotlib', 'python', 'numpy', 'tensorflow', 'keras', 'scikit-learn', 'sql', 'azure', 'pytorch']"
Vendor Management Data Analyst-Senior - Remote Contract!,"['jira', 'excel', 'sap']"
IT BUSINESS INTELLIGENCE ANALYST,"['power_bi', 'tableau', 'azure', 'excel', 'snowflake', 'sql']"
Data Scientist Co-op - Masters Degree,"['aws', 'c/c++', 'azure', 'plotly', 'javascript', 'gcp', 'python', 'linux']"
Senior Data Science Analyst,"['github', 'aws', 'powerpoint', 'excel', 'sas', 'snowflake', 'sql']"
Business Data Analyst (Remote),"['aws', 'azure', 'excel', 'outlook', 'sql', 'nosql', 'word']"
Data Scientist,"['spark', 'sql']"
"Global Field Corrective Action (FCA) Data Analyst – Remote in Center Valley, PA","['power_bi', 'sharepoint', 'sap']"
100% Remote Digital Marketing Data Analyst,"['power_bi', 'tableau', 'sql', 'powerpoints']"
Data Analyst III (Healthcare Analytics),['python']
Billing & Collections Data Analyst,"['excel', 'vba', 'sql']"
Data Scientist (Consultant),"['python', 'sql']"
Remote Work - Need Data Analyst,"['tableau', 'cognos']"
Data Analyst Engineer,"['powerpoint', 'excel', 'sharepoint', 'outlook']"
Business Intelligence / Data Analyst,"['looker', 'dax', 'sql', 'r', 'python']"
Data Analyst for E-Commerce Reporting,"['power_bi', 'sql']"
Data Analyst,"['python', 'sql']"
Business Intelligence Analyst,"['power_bi', 'tableau', 'excel', 'sql', 'r', 'python']"
Data Analyst II,"['excel', 'sql']"
Data Scientist II,"['scikit-learn', 'sas', 'sql', 'python', 'tensorflow']"
Data Analyst,"['excel', 'power_bi', 'sql']"
SENIOR DATA CONVERSION ANALYST,"['t-sql', 'jira', 'mssql', 'ssis', 'sql']"
Data Scientist,"['github', 'pandas', 'excel', 'power_bi', 'matplotlib', 'spreadsheet', 'r', 'python', 'numpy', 'cognos', 'sql']"
WMS Business Analyst,['sql']
Budget Analyst,"['excel', 'alteryx']"
Data Analyst,"['powerpoint', 'word', 'visio', 'excel', 'power_bi', 'sap', 'outlook', 'snowflake', 'sql']"
Data Analyst I------Remote,"['excel', 'tableau', 'r', 'sas', 'sap', 'sql', 'spreadsheet']"
Data Analyst,"['visio', 'r', 'python', 'sql']"
Data Analyst,['spreadsheet']
Data Analyst,"['pyspark', 'aws', 'azure', 'snowflake', 'dax', 'power_bi', 'sql', 'python']"
Business Intelligence Analyst,"['excel', 'vba']"
Data Analyst Intern- January 2024,"['powerpoint', 'word', 'excel', 'r', 'spreadsheet']"
Workday Business Analyst,['jira']
Data Analyst,"['excel', 'tableau', 'mssql', 'aws', 'python', 'vba', 'ssis', 'ssrs', 'sql']"
Data Analyst - CMO,"['tableau', 'sql', 'r', 'css']"
Data Analyst II,"['power_bi', 'sql']"
Data Analyst- Work from Home- CuraScript (Remote),"['excel', 'sap']"
Senior Data Analyst (Remote),"['java', 'excel', 'tableau', 'gcp', 'powershell', 'aws', 'python', 'spark', 'javascript', 'sql', 'azure']"
"Senior, Data Analyst, Trust & Safety","['power_bi', 'tableau', 'aws', 'azure', 'bigquery', 'excel', 'looker', 'hadoop', 'spark', 'sql', 'r', 'python', 'scala']"
Medical Data Analyst,"['pyspark', 'excel', 'python', 'c', 'sql', 'azure', 'scala']"
Budget & Data Analyst I - Flexible/Hybrid,"['word', 'crystal', 'excel', 'outlook']"
Data Analyst,"['java', 'tableau', 'r', 'aws', 'python', 'sas', 'sql', 'scala']"
"Consultancy - Data Analyst, CCRI-DRM (Consultant), Data and...",['excel']
Fully Remote Data Scientist,"['power_bi', 'r', 'python', 'sas', 'sql']"
Senior Data Analyst,"['tableau', 'aws', 'sql', 'r', 'python', 'alteryx']"
Senior Data Analyst,"['power_bi', 'tableau', 'sql']"
Blue Orange Digital – Data Analyst – Media – USA,"['aws', 'python', 'spark', 'snowflake', 'sql']"
"Analyst II, Data Analytics","['tableau', 'power_bi', 'excel', 'sas', 'power_bi', 'spark', 'sql', 'nosql', 'matplotlib', 'r', 'python', 'scala']"
"Data Analyst (Olathe, KS; )",['tableau']
"Senior Statistical Reporting Analyst, Workers Compensation","['powerpoint', 'word', 'excel']"
Data Analyst,"['go', 'spreadsheet']"
Lead Engineer Data Operations,"['redshift', 'gcp', 'airflow', 'aws', 'python', 'snowflake', 'sql', 'azure']"
Data Analyst III,"['tableau', 'power_bi', 'jira', 'looker', 'sas', 'sap', 'dax', 'html', 'sql', 'spss', 'mysql', 'python', 'css']"
Senior Reporting Analyst - Hybrid,"['tableau', 'excel', 'snowflake', 'sql', 'vba', 'alteryx']"
Data Engineer,"['java', 'pandas', 'hadoop', 'qlik', 'tableau', 'git', 'python', 'numpy', 'spark', 'javascript', 'sql', 'nosql']"
Technical Systems Analyst,"['java', 'matlab', 'unix/linux']"
Data Analyst Level 3,"['power_bi', 'r', 'sql']"
Data Analyst,"['c', 'sql']"
Digital Analytics Consultant - Adobe Audience Manager,"['java', 'python', 'sql']"
"Lead Data Analyst with (Accounts Receivable, General Ledger...","['tableau', 'python', 'snowflake', 'sql']"
Data Transformation Analyst II/Customer Support Associate,"['power_bi', 'excel', 'go', 'sql', 'r', 'python']"
Data Analyst,"['tableau', 'snowflake', 'go', 'sql', 'redshift', 'python']"
"Analyst II, Data Analytics","['power_bi', 'tableau', 'looker', 'sap', 'spark', 'sql', 'r', 'python', 'microstrategy', 'scala']"
Data Engineer,"['python', 'hadoop', 'spark']"
"Data Engineer / Scientist - for New University Grads (Small, Fun...","['github', 'pyspark', 'pandas', 'aws', 'sas', 'ssis', 'airflow', 'spark', 'go', 'sql', 'redshift', 'docker', 'git', 'python', 'postgresql', 'shell', 'linux']"
Senior Business Intelligence Analyst,"['tableau', 'powerpoint', 'excel', 'outlook', 'sql', 'swift', 'word', 'visio']"
Data Analyst,"['power_bi', 'tableau', 'sas', 'sql', 'spss', 'r']"
Financial Data Analyst,"['tableau', 'sql']"
Data Analyst,['sql']
Data Analyst with Space Industry Expertise,"['excel', 'tableau', 'power_bi']"
Data Science Analyst,"['sas', 'sql', 'r', 'python']"
Junior Data Analyst,['spreadsheet']
Remote Sr. (Azure) Data Analyst - MUST SIT ON EST OR CST,"['sql', 'azure']"
Data Analyst,['excel']
Data Analyst II,"['power_bi', 'sql']"
Data and Reporting Analyst,"['excel', 'power_bi', 'ssrs', 'sql']"
Business Intelligence Analyst,['power_bi']
Data analysis logistic rergression,['r']
Senior Data Analyst - Transportation Optimization,"['power_bi', 'tableau', 'spark', 'sql', 'r', 'python', 'scala']"
Call Data Analyst,"['excel', 'go']"
Medical Data Analyst,"['jira', 'power_bi', 'tableau', 'r', 'python', 'cognos', 'sql', 'spss']"
Bioinformatics Analyst II,['python']
Integrated Tech Academy - MAS Data Analyst,"['power_bi', 'cognos', 'snowflake', 'sql']"
Excel Tool Creation or Re,"['excel', 'vba']"
Data Analyst II,"['power_bi', 'azure', 'sas', 'sql', 'r', 'python']"
Data Analyst,"['excel', 'sas', 'javascript', 'sql', 'spss']"
Senior Data Analyst,"['tableau', 'excel', 'sql', 'r', 'python']"
Power BI Analyst,"['power_bi', 'ssis', 'sql', 'dax']"
"Senior Marketing Data Analyst, Marketing","['tableau', 'power_bi', 'qlik', 'r', 'python']"
"Senior Manager, Advanced Analytics - Merchandising Transformation","['power_bi', 'tableau', 'looker', 'sas', 'r']"
"Senior Data Analyst, Finance & Accounting","['tableau', 'snowflake', 'sql', 'python']"
Python and Data Analytics Instructor,"['github', 'pyspark', 'pandas', 'jupyter', 'seaborn', 'power_bi', 'sql', 'docker', 'matplotlib', 'git', 'python', 'numpy', 'postgresql', 'mongodb']"
Data Analyst for Product and Pre-Sales,"['python', 'sql']"
Data Analyst III (Healthcare Analytics),"['power_bi', 'python']"
